Time,PedID,GateID,Iterations,Final x,Final y,Actual x,Actual y,Final Position x Error,Final Position y Error,Error_Pixels
1066,205,1,46,94.4121322631836,399.3995666503906,82.405,363.13199999999995,12.007132263183593,36.26756665039068,38.2035026656734
1067,205,1,47,94.77924346923828,401.2165832519531,81.995,365.225,12.784243469238277,35.9915832519531,38.194645515609025
1068,205,1,48,95.14690399169922,403.0331726074219,81.995,365.225,13.151903991699214,37.80817260742185,40.03036965254602
1069,205,1,49,95.51512145996094,404.84930419921875,81.586,367.32300000000004,13.929121459960939,37.526304199218714,40.0280393161924
1070,205,1,50,95.8838882446289,406.6649475097656,81.586,367.32300000000004,14.297888244628908,39.34194750976559,41.859508383604414
1071,205,1,51,96.25321197509766,408.4801025390625,81.176,369.425,15.077211975097654,39.05510253906249,41.86434467752617
1072,205,1,52,96.62310028076172,410.2947692871094,82.729,369.425,13.89410028076172,40.869769287109364,43.16693253166607
1073,205,1,53,96.9935531616211,412.10894775390625,82.729,369.425,14.264553161621095,42.68394775390624,45.004409481282075
1074,205,1,54,97.36457061767578,413.922607421875,82.321,371.531,15.043570617675783,42.391607421874994,44.98174514999796
1075,205,1,55,97.73615264892578,415.7357177734375,82.321,371.531,15.415152648925783,44.204717773437494,46.81542485782805
1076,205,1,56,98.10830688476562,417.54827880859375,81.914,373.64300000000003,16.194306884765624,43.90527880859372,46.79667811648938
1077,205,1,57,98.48103332519531,419.36029052734375,81.914,373.64300000000003,16.56703332519531,45.71729052734372,48.62650765127683
1078,205,1,58,98.85433197021484,421.1717224121094,81.507,375.759,17.34733197021484,45.41272241210936,48.61322128150055
1079,205,1,59,99.22820281982422,422.9825744628906,83.066,375.759,16.162202819824216,47.22357446289061,49.91275172780307
1080,205,1,60,99.60265350341797,424.7928466796875,82.661,377.879,16.941653503417967,46.91384667968748,49.87914026639892
1081,205,1,61,99.97767639160156,426.6025085449219,82.256,380.005,17.721676391601562,46.59750854492188,49.85364196046981
1082,205,1,62,100.35327911376953,428.4115295410156,82.256,380.005,18.09727911376953,48.40652954101563,51.67885073728805
