Time,PedID,GateID,Iterations,Final x,Final y,Actual x,Actual y,Variance x,Variance y,Final Position x Error,Final Position y Error,Error_Pixels
1011,214,1,0,271.2747817048626,329.10039945773605,180.002,304.459,30869.674876720033,30415.613738145486,91.27278170486261,24.641399457736043,94.54056932015598
1012,214,1,1,198.1524271819258,308.53333962463154,179.727,306.418,9490.75655434229,8495.48188633798,18.425427181925784,2.115339624631531,18.546455956974253
1013,214,1,2,182.39870672410404,303.8401382652265,179.452,308.381,2378.623491743892,1897.7745408617438,2.9467067241040468,-4.5408617347734435,5.413178900813245
1014,214,1,3,176.8073617081867,302.61742790907266,179.452,308.381,925.019585836762,818.6429614790881,-2.644638291813294,-5.763572090927312,6.341362230770401
1015,214,1,4,175.64563932576303,302.76725317992214,180.935,308.381,622.2948063525948,690.1784870959477,-5.289360674236974,-5.613746820077836,7.713072649865204
1016,214,1,5,176.08896066564213,301.2295579023772,180.662,310.348,635.8164523295028,669.1176059840055,-4.573039334357873,-9.11844209762279,10.200915402123664
1017,214,1,6,175.75632014021633,301.85236169517555,180.662,310.348,604.5969781693369,565.7063576372044,-4.905679859783675,-8.495638304824467,9.810278543093867
1018,214,1,7,174.5476351343774,302.60407819837945,180.39,312.32,625.6563456175384,535.066094385625,-5.842364865622585,-9.715921801620539,11.337211459537416
1019,214,1,8,173.94774527398988,301.28327362832465,180.39,312.32,518.2481317372342,469.7354418535932,-6.4422547260101055,-11.036726371675343,12.779357376567631
1020,214,1,9,173.01745160979092,302.8864493252941,180.39,312.32,490.87494506402544,523.8062098799779,-7.372548390209062,-9.433550674705884,11.972733526568529
1021,214,1,10,171.52480513941552,302.5332357208155,180.11700000000002,314.297,602.3449421198636,595.7685602866131,-8.592194860584499,-11.7637642791845,14.567496783540811
1022,214,1,11,171.7331112077306,301.5901341783713,180.11700000000002,314.297,616.1666761475537,564.0441196133621,-8.383888792269431,-12.706865821628753,15.22346971915463
1023,214,1,12,170.5018332047678,301.6660720417673,181.607,314.297,606.2240311236864,637.7126167075631,-11.105166795232208,-12.630927958232746,16.81859300405339
1024,214,1,13,169.44007898345663,300.68588421572304,181.33599999999998,316.278,576.0035347359612,569.6396969608339,-11.895921016543355,-15.592115784276984,19.61190993917057
1025,214,1,14,169.23637652984903,301.89170679126306,181.33599999999998,316.278,580.8881468124101,654.5023677639982,-12.09962347015096,-14.386293208736959,18.798040334225774
1026,214,1,15,168.74341747947108,301.80006674913454,181.33599999999998,316.278,545.4355995570336,470.61669113426774,-12.592582520528907,-14.477933250865476,19.188113136857577
1027,214,1,16,167.87199274363593,300.3642830400102,181.06599999999997,318.265,465.10304961116066,488.4446161585443,-13.194007256364046,-17.90071695998978,22.237749327723183
1028,214,1,17,167.27243244638893,300.14676104639426,182.56,318.265,491.4065718357912,513.4202267137642,-15.28756755361107,-18.118238953605726,23.70612377606634
1029,214,1,18,166.08792575797807,301.6628554928451,182.292,320.255,483.4490395534614,550.3222193624233,-16.20407424202193,-18.5921445071549,24.662519324186828
1030,214,1,19,165.25135812716687,299.6508930270089,182.292,320.255,484.5591992629611,467.71492669582767,-17.040641872833135,-20.604106972991076,26.73785143934743
1031,214,1,20,163.72827164562264,299.4511834898398,182.024,322.251,599.4002509764003,548.5162926210912,-18.29572835437736,-22.799816510160156,29.232949028692595
1032,214,1,21,163.9835167369091,297.8809363053711,182.024,322.251,531.4224560920532,478.0755192537499,-18.04048326309089,-24.37006369462887,30.320934036505715
1033,214,1,22,162.5640420786597,297.6631557226937,181.75599999999997,324.251,572.9385257153581,532.8863125520772,-19.191957921340276,-26.58784427730626,32.79092423474494
1034,214,1,23,162.99223858147133,298.94791768716,181.75599999999997,324.251,531.2968796041384,432.2033723005257,-18.763761418528645,-25.30308231283999,31.501185963417633
1035,214,1,24,161.6788108797651,298.4720326761341,181.488,326.255,503.1067313309148,540.5476353756449,-19.80918912023489,-27.782967323865876,34.12180017115497
1036,214,1,25,180.89835438957536,327.94552758613463,182.99200000000002,326.255,9566.429053505648,9281.587945134894,-2.093645610424659,1.6905275861346354,2.690954377452847
1037,214,1,26,181.48894917425963,325.4609661298242,182.99200000000002,326.255,5426.985989413089,4933.668580428913,-1.503050825740388,-0.794033870175781,1.6998975180125393
1038,214,1,27,185.1209501939849,325.6083491275639,182.99200000000002,326.255,2544.53379754148,2192.421141275033,2.1289501939848776,-0.646650872436112,2.2249912986999822
1039,214,1,28,183.07029070099009,328.1848917043698,182.726,328.265,1262.5188936263721,1271.8507186906106,0.3442907009900864,-0.08010829563016841,0.35348751861560196
1040,214,1,29,183.0479692591376,329.3547206083047,182.726,328.265,825.6833515275197,824.2669614548008,0.3219692591376031,1.0897206083047308,1.136290107320155
1041,214,1,30,182.02254783979228,331.2502365623233,182.726,328.265,727.0790975323945,655.2921373374421,-0.7034521602077177,2.985236562323337,3.0669989036080465
1042,214,1,31,182.90731073514354,333.1681078331061,182.46099999999998,330.278,583.6653211609283,611.7284407305877,0.44631073514355535,2.8901078331060717,2.924366009802031
1043,214,1,32,183.37488337568018,333.621284145306,182.46099999999998,330.278,566.7651081944166,634.3137408011366,0.9138833756802001,3.3432841453059723,3.465938790659599
1044,214,1,33,181.57640167934971,335.4023535713154,182.195,332.29699999999997,549.251863505035,575.4696373553835,-0.6185983206502783,3.1053535713154474,3.1663677432024455
1045,214,1,34,181.40103994776257,335.77748789439966,182.195,332.29699999999997,517.0831625635398,497.97079051493347,-0.7939600522374235,3.480487894399687,3.5698975542179943
1046,214,1,35,182.23927146392296,337.9948904108624,181.929,334.32,551.4499681651395,620.0877710337561,0.3102714639229589,3.6748904108624174,3.6879652809067283
1047,214,1,36,180.70435625806812,339.1072688453805,181.929,334.32,675.9999971411735,632.6180027435294,-1.2246437419318852,4.787268845380481,4.9414264431036
1048,214,1,37,180.85016356476962,339.98917412518864,181.929,334.32,816.0348266455505,682.3073436152291,-1.0788364352303859,5.669174125188647,5.770911827058967
1049,214,1,38,180.2031058132227,341.18885114021197,181.66400000000002,336.348,680.3636336723611,692.7726916190765,-1.460894186777324,4.840851140211953,5.056486090819507
1050,214,1,39,178.64094409810372,343.0596331616369,181.66400000000002,336.348,636.6260832435428,684.1638080260286,-3.0230559018962992,6.7116331616368825,7.361038424188122
1051,214,1,40,179.51139109922534,343.85950836047954,181.66400000000002,336.348,641.9591939154666,675.2715899455698,-2.1526089007746805,7.5115083604795245,7.813864788262475
1052,214,1,41,178.88836309057805,344.81850710582535,181.398,338.381,520.6341672804529,558.0981853797354,-2.5096369094219426,6.437507105825375,6.909397597090872
1053,214,1,42,178.09775647088108,344.8337070754906,181.398,338.381,633.936381931968,616.407935060133,-3.300243529118916,6.45270707549065,7.2476917672855246
1054,214,1,43,179.9030775615565,345.40147532976596,181.398,338.381,591.8649965259677,537.1088126532611,-1.4949224384434956,7.020475329765986,7.177873428308323
1055,214,1,44,179.69252439282363,347.07094511205275,181.132,340.418,532.1487773101662,472.84756579630556,-1.4394756071763766,6.652945112052748,6.80689126456728
1056,214,1,45,180.05213802586695,348.92166612258563,181.132,340.418,604.5004406197875,530.4893050840599,-1.0798619741330526,8.503666122585628,8.571956568228108
1057,214,1,46,179.21244594921168,350.81083480982556,182.65200000000002,340.418,581.1470493083627,471.64161660159135,-3.439554050788331,10.392834809825558,10.947216424855053
1058,214,1,47,179.89236727381297,350.70148644699213,182.389,342.459,517.2532450561806,525.3745869485267,-2.4966327261870447,8.242486446992132,8.612302700109717
1059,214,1,48,179.64252149299645,352.25764025811225,182.389,342.459,519.4753272921985,551.0906591940235,-2.746478507003559,9.798640258112243,10.176271178448935
1060,214,1,49,179.8665234058012,353.3346686540658,182.125,344.506,612.2239019295563,577.0117424130525,-2.258476594198811,8.828668654065837,9.11296366336597
1061,214,1,50,186.18909853612877,342.595792970381,182.125,344.506,8406.12409999267,8829.375125201243,4.064098536128768,-1.9102070296189595,4.490633341453038
1062,214,1,51,186.10434046340075,347.34540761157587,181.862,346.55699999999996,3495.1237071169553,3332.7887093120257,4.242340463400751,0.7884076115759058,4.314978466852196
1063,214,1,52,183.53321845727316,346.2220580570069,181.862,346.55699999999996,1195.614737101477,1209.1860645196184,1.67121845727317,-0.3349419429930549,1.7044521809386375
1064,214,1,53,182.07282116620922,347.24349248632734,181.59900000000002,348.61300000000006,551.3364616428842,724.7875145237404,0.47382116620920556,-1.3695075136727155,1.449157454369219
1065,214,1,54,181.22698905586353,348.0394490396054,181.59900000000002,348.61300000000006,533.0625947193173,507.5145527758923,-0.37201094413649116,-0.5735509603946412,0.6836320989588909
1066,214,1,55,182.94507109966563,349.9555108450518,183.128,348.61300000000006,553.2149059492241,525.9858382510498,-0.18292890033436038,1.34251084505172,1.3549163633446242
1067,214,1,56,182.39909379101806,350.56948149152515,182.86700000000002,350.673,523.4102751253365,547.7335379158459,-0.4679062089819581,-0.10351850847484911,0.47922051500402746
1068,214,1,57,182.09591761521403,352.21474936334096,182.86700000000002,350.673,568.459345055345,625.7813905846189,-0.7710823847859842,1.541749363340955,1.7238210880162361
