Time,PedID,GateID,Iterations,Final x,Final y,Actual x,Actual y,Final Position x Error,Final Position y Error,Error_Pixels
1143,208,5,123,602.90172791114,320.6827526990224,435.82599999999996,242.856,167.07572791114006,77.82675269902239,184.31305513368306
1144,208,5,124,605.4272281964596,322.0608026117022,435.85400000000004,244.24599999999998,169.57322819645958,77.81480261170219,186.5749801727625
1145,208,5,125,602.5190887768133,324.8493874843235,435.82,241.40599999999998,166.6990887768133,83.4433874843235,186.41723395083096
1146,208,5,126,604.2651612138269,324.1725427687356,435.72,242.44099999999997,168.54516121382687,81.73154276873561,187.3166208641202
1147,208,5,127,607.5423804416383,325.37765808928657,435.601,240.26,171.94138044163833,85.11765808928658,191.85633694715665
1148,208,5,128,609.5451332468133,325.48779162906055,434.523,240.64,175.02213324681327,84.84779162906057,194.5042284131472
1149,208,5,129,612.350683015112,327.4406567735567,434.18800000000005,240.64,178.162683015112,86.80065677355674,198.1824806471654
1150,208,5,130,614.2041512569702,324.899097046976,434.103,238.433,180.10115125697024,86.46609704697602,199.78190764587055
1151,208,5,131,615.9491140730813,327.9648383405779,434.05699999999996,238.845,181.89211407308136,89.1198383405779,202.5514422259826
1152,208,5,132,619.0466616081077,332.2936321266347,431.735,237.928,187.31166160810767,94.3656321266347,209.73919781731215
1153,208,5,133,622.7189024799912,331.1479841371333,432.531,237.053,190.18790247999124,94.09498413713328,212.1916687561178
1154,208,5,134,624.3997998575704,331.5332617810653,432.52099999999996,236.516,191.87879985757047,95.01726178106529,214.116215806167
1155,208,5,135,625.4052682738542,330.54841016658156,430.52,233.528,194.8852682738542,97.02041016658157,217.69985709472536
1156,208,5,136,627.3552112422193,328.2759803418409,430.884,233.485,196.47121124221928,94.7909803418409,218.1427670154388
1157,208,5,137,629.1086350505033,325.14014245478853,430.848,231.197,198.26063505050325,93.94314245478853,219.3914160237577
1158,208,5,138,631.151557865969,322.9370355744795,430.75800000000004,231.708,200.393557865969,91.22903557447952,220.18245835222913
1159,208,5,139,632.037759344566,320.0748147099428,429.901,228.82299999999998,202.13675934456597,91.25181470994283,221.77953730265722
1160,208,5,140,627.142633857516,320.21304827872467,429.246,229.935,197.896633857516,90.27804827872467,217.51598491410118
1161,208,5,141,628.9366004342094,318.59663219899437,428.49199999999996,230.298,200.4446004342094,88.29863219899437,219.03124501185476
1162,208,5,142,631.9418660119264,318.3958959285452,427.73900000000003,228.167,204.2028660119264,90.2288959285452,223.24888386724135
1163,208,5,143,633.1635588012051,316.2575770527805,427.645,226.025,205.51855880120513,90.2325770527805,224.45444075203855
1164,208,5,144,635.9049194411301,317.0515271277393,427.349,226.40400000000002,208.55591944113013,90.64752712773927,227.40392632562302
1165,208,5,145,634.0981013041516,315.311406869081,426.23699999999997,226.40400000000002,207.8611013041516,88.90740686908097,226.0768993762058
1166,208,5,146,635.6409512059408,318.0966403606537,426.105,225.21200000000002,209.53595120594082,92.88464036065366,229.20050449924054
1167,208,5,147,640.5138473953821,318.2791708441905,426.11699999999996,224.645,214.3968473953821,93.63417084419049,233.95163201558952
1168,208,5,148,641.5357054123662,315.7251706382427,425.149,225.222,216.38670541236615,90.50317063824266,234.55069851695816
1169,208,5,149,642.0496425841434,313.73758771030896,424.62199999999996,222.891,217.42764258414343,90.84658771030897,235.64354915487266
1170,208,5,150,645.5035885982562,314.09505327804436,423.631,222.891,221.87258859825624,91.20405327804437,239.88669180601792
1171,208,5,151,646.1879221265889,313.35418229271926,423.148,222.329,223.03992212658886,91.02518229271925,240.89912966562912
1172,208,5,152,646.9602152825972,311.6701790481771,421.538,221.142,225.42221528259722,90.5281790481771,242.9208232010842
1173,208,5,153,645.9796976003693,310.0863569438795,421.75800000000004,221.142,224.22169760036923,88.94435694387948,241.21871466980264
1174,208,5,154,647.3259732713925,305.0888116044075,419.85900000000004,221.142,227.46697327139248,83.94681160440751,242.4629685287926
1175,208,5,155,648.738352466995,302.39388537145317,418.926,219.998,229.81235246699504,82.39588537145318,244.13684538094617
